"Crowdsourced data on dried cannabis expenditure, prices and use.",,,,,,,,,,,,,,,,
"The application was launched January 25, 2018. Data are being collected continuously and will be made available as new information comes in.",,,,,,,,,,,,,,,,
"All submissions are reported below, however, the associated Daily is based on the information without any outlier (Outlier = 0).",,,,,,,,,,,,,,,,
Statistics Canada applies a set of criteria on the price variable to determine whether a submission is an outlier (Outlier =1).,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Submission Date,Expenditure,Quantity,Price,Outlier,Purpose,Usage,Source,Sex at Birth,First time,Legal status,Consumption,Census subdivision,Census division,Economic region,Province,Census metropolitan area
20/04/2018,60,7,8.57,0,Use recreationally,A few times per month,,,,,1,London,Middlesex,London,Ontario,London
20/04/2018,75,28,2.68,0,Medicate - with a medical document,Daily,,,,,28,Fredericton,York,Fredericton--Oromocto,New Brunswick / Nouveau-Brunswick,13 - NonCMA
20/04/2018,135,28,4.82,0,Medicate - without a medical document,Daily,,,,,1,Lethbridge,Division No.  2,Lethbridge--Medicine Hat,Alberta,Lethbridge
20/04/2018,60,7,8.57,0,Use recreationally,Daily,,,,,7,North Bay,Nipissing,Northeast / Nord-est,Ontario,35 - NonCMA
20/04/2018,60,7,8.57,0,Use recreationally,A few times a year,,,,,0.5,Winnipeg,Division No. 11,Winnipeg,Manitoba,Winnipeg
20/04/2018,40,3.5,11.43,0,Use recreationally,,,,,,,Toronto,Toronto,Toronto,Ontario,Toronto
20/04/2018,70,7,10,0,Use recreationally,A few times per week,,,,,7,Ottawa,Ottawa,Ottawa,Ontario,Ottawa - Gatineau (Ontario part / partie de l'Ontario)
20/04/2018,20,3.5,5.71,1,Use recreationally,A few times a year,,,,,0.5,Toronto,Toronto,Toronto,Ontario,Toronto
20/04/2018,7,1,7,0,Medicate - without a medical document,Daily,,,,,28,St. John's,Division No.  1,Avalon Peninsula,Newfoundland and Labrador / Terre-Neuve-et-Labrador,St. John's
20/04/2018,12,1,12,0,Medicate - with a medical document,,,,,,,Greater Vancouver A,Greater Vancouver,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,British Columbia / Colombie-Britannique,Vancouver
20/04/2018,60,3.5,17.14,1,Use recreationally,,,,,,,North Middlesex,Middlesex,London,Ontario,35 - NonCMA
20/04/2018,115,14,8.21,0,Medicate - without a medical document,Daily,,,,,0.5,Halifax,Halifax,Halifax,Nova Scotia / Nouvelle-Écosse,Halifax
20/04/2018,10,1,10,0,Use recreationally,,,,,,,Maple Ridge,Greater Vancouver,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,British Columbia / Colombie-Britannique,Vancouver
20/04/2018,125,28,4.46,0,Medicate - without a medical document,Daily,,,,,28,Prince George,Fraser-Fort George,Cariboo,British Columbia / Colombie-Britannique,59 - NonCMA
20/04/2018,35,3.5,10,0,Medicate - without a medical document,A few times per week,,,,,3.5,Vancouver,Greater Vancouver,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,British Columbia / Colombie-Britannique,Vancouver
20/04/2018,30,7,4.29,0,Use recreationally,,,,,,,Comox,Comox Valley,Vancouver Island and Coast / Île de Vancouver et la côte,British Columbia / Colombie-Britannique,59 - NonCMA
20/04/2018,8,1,8,0,Medicate - with a medical document,Daily,,,,,3.5,Edmonton,Division No. 11,Edmonton,Alberta,Edmonton
20/04/2018,200,3.5,57.14,1,Medicate - without a medical document,Daily,,,,,0.5,Kamloops,Thompson-Nicola,Thompson--Okanagan,British Columbia / Colombie-Britannique,59 - NonCMA
20/04/2018,45,7,6.43,0,Medicate - without a medical document,Daily,,,,,28,Vancouver,Greater Vancouver,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,British Columbia / Colombie-Britannique,Vancouver
20/04/2018,50,4.9,10.2,0,Medicate - without a medical document,Daily,,,,,3.5,Montréal,Montréal,Montréal,Quebec / Québec,Montréal
20/04/2018,85,14,6.07,0,Use recreationally,,,,,,,Sherbrooke,Sherbrooke,Estrie,Quebec / Québec,Sherbrooke
21/04/2018,8,1,8,0,Medicate - with a medical document,Daily,,,,,28,Moncton,Westmorland,Moncton--Richibucto,New Brunswick / Nouveau-Brunswick,Moncton
21/04/2018,20,3.5,5.71,0,Use recreationally,A few times a year,,,,,0.5,Saskatoon,Division No. 11,Saskatoon--Biggar,Saskatchewan,Saskatoon
21/04/2018,200,28,7.14,0,Medicate - without a medical document,Daily,,,,,45,Barrie,Simcoe,Kitchener--Waterloo--Barrie,Ontario,Barrie
21/04/2018,926,90,10.29,0,Medicate - with a medical document,Daily,,,,,,Clarence-Rockland,Prescott and Russell,Ottawa,Ontario,Ottawa - Gatineau (Ontario part / partie de l'Ontario)
21/04/2018,105,10,10.5,0,Medicate - with a medical document,Daily,,,,,25,Toronto,Toronto,Toronto,Ontario,Toronto
21/04/2018,10,1,10,0,Use recreationally,Daily,,,,,14,Hamilton,Hamilton,Hamilton--Niagara Peninsula,Ontario,Hamilton
21/04/2018,100,14,7.14,0,Use recreationally,Daily,,,,,42,Oshawa,Durham,Toronto,Ontario,Oshawa
21/04/2018,8.93,1,8.93,0,Medicate - without a medical document,Daily,,,,,3.5,Dease Lake 9,Kitimat-Stikine,North Coast / Côte-nord,British Columbia / Colombie-Britannique,59 - NonCMA
21/04/2018,200,28,7.14,0,Medicate - with a medical document,Daily,,,,,,Kitchener,Waterloo,Kitchener--Waterloo--Barrie,Ontario,Kitchener - Cambridge - Waterloo
21/04/2018,10,1,10,0,Use recreationally,,,,,,,Toronto,Toronto,Toronto,Ontario,Toronto
21/04/2018,50,7,7.14,0,Medicate - without a medical document,A few times per week,,,,,0.5,Edmonton,Division No. 11,Edmonton,Alberta,Edmonton
21/04/2018,7,1,7,0,Medicate - with a medical document,Daily,,,,,105,Ottawa,Ottawa,Ottawa,Ontario,Ottawa - Gatineau (Ontario part / partie de l'Ontario)
21/04/2018,135,28,4.82,0,Use recreationally,A few times per week,,,,,14,Edmonton,Division No. 11,Edmonton,Alberta,Edmonton
21/04/2018,1.00E+26,1,1.00E+26,1,Use recreationally,Daily,,,,,0.5,Toronto,Toronto,Toronto,Ontario,Toronto
22/04/2018,20,3.5,5.71,0,Use recreationally,Daily,,,,,1,Victoria,Capital,Vancouver Island and Coast / Île de Vancouver et la côte,British Columbia / Colombie-Britannique,Victoria
22/04/2018,100,14,7.14,0,Use recreationally,A few times per week,,,,,7,Drumheller,Division No.  5,Camrose--Drumheller,Alberta,48 - NonCMA
22/04/2018,80,14,5.71,0,Use recreationally,,,,,,,Châteauguay,Roussillon,Montérégie,Quebec / Québec,Montréal
22/04/2018,9,1,9,0,Medicate - without a medical document,Daily,,,,,50,Saskatoon,Division No. 11,Saskatoon--Biggar,Saskatchewan,Saskatoon
22/04/2018,100,10,10,0,Use recreationally,A few times a year,,,,,1,Ottawa,Ottawa,Ottawa,Ontario,Ottawa - Gatineau (Ontario part / partie de l'Ontario)
22/04/2018,0.001,1,0,1,Medicate - without a medical document,,,,,,,Ottawa,Ottawa,Ottawa,Ontario,Ottawa - Gatineau (Ontario part / partie de l'Ontario)
22/04/2018,200,28,7.14,0,Use recreationally,A few times per week,,,,,3.5,Winnipeg,Division No. 11,Winnipeg,Manitoba,Winnipeg
22/04/2018,6,1,6,0,Medicate - with a medical document,Daily,,,,,30,Montréal,Montréal,Montréal,Quebec / Québec,Montréal
22/04/2018,65,7,9.29,0,Use recreationally,Daily,,,,,3.5,Waterloo,Waterloo,Kitchener--Waterloo--Barrie,Ontario,Kitchener - Cambridge - Waterloo
23/04/2018,30,7,4.29,0,Medicate - without a medical document,A few times per week,,,,,28,Québec,Québec,Capitale-Nationale,Quebec / Québec,Québec
23/04/2018,8,1,8,0,Use recreationally,,,,,,,Toronto,Toronto,Toronto,Ontario,Toronto
23/04/2018,100,16,6.25,0,Use recreationally,A few times a year,,,,,0.5,Montréal,Montréal,Montréal,Quebec / Québec,Montréal
23/04/2018,183,7,26.14,1,Medicate - with a medical document,Daily,,,,,28,Tweed,Hastings,Kingston--Pembroke,Ontario,35 - NonCMA
23/04/2018,40,7,5.71,0,Use recreationally,Daily,,,,,105,Belleville,Hastings,Kingston--Pembroke,Ontario,Belleville
23/04/2018,150,28,5.36,0,Use recreationally,Daily,,,,,3.5,Montréal,Montréal,Montréal,Quebec / Québec,Montréal
23/04/2018,50,7,7.14,0,Use recreationally,Daily,,,,,28,Saint-Romain,Le Granit,Estrie,Quebec / Québec,24 - NonCMA
23/04/2018,6,1,6,0,Medicate - with a medical document,A few times per week,,,,,14,St. John's,Division No.  1,Avalon Peninsula,Newfoundland and Labrador / Terre-Neuve-et-Labrador,St. John's
23/04/2018,60,10.5,5.71,0,Use recreationally,Daily,,,,,28,Saint-Jérôme,La Rivière-du-Nord,Laurentides,Quebec / Québec,Montréal
23/04/2018,75,28,2.68,0,Medicate - without a medical document,Daily,,,,,1,Nanaimo,Nanaimo,Vancouver Island and Coast / Île de Vancouver et la côte,British Columbia / Colombie-Britannique,59 - NonCMA
23/04/2018,200,28,7.14,0,Use recreationally,A few times per week,,,,,7,St. John's,Division No.  1,Avalon Peninsula,Newfoundland and Labrador / Terre-Neuve-et-Labrador,St. John's
23/04/2018,120,28,4.29,0,Medicate - without a medical document,A few times per week,,,,,14,Wolfville,Kings,Annapolis Valley,Nova Scotia / Nouvelle-Écosse,12 - NonCMA
24/04/2018,45,7,6.43,0,Use recreationally,A few times per week,,,,,3.5,Gatineau,Gatineau,Outaouais,Quebec / Québec,Ottawa - Gatineau (partie du Québec / Quebec part)
24/04/2018,35,3.5,10,0,Medicate - without a medical document,A few times per week,,,,,14,Edmonton,Division No. 11,Edmonton,Alberta,Edmonton
24/04/2018,83,28,2.96,0,Use recreationally,Daily,,,,,14,Gatineau,Gatineau,Outaouais,Quebec / Québec,Ottawa - Gatineau (partie du Québec / Quebec part)
24/04/2018,94,28,3.36,0,Medicate - without a medical document,,,,,,,Gatineau,Gatineau,Outaouais,Quebec / Québec,Ottawa - Gatineau (partie du Québec / Quebec part)
24/04/2018,100,15,6.67,0,Use recreationally,,,,,,,Grimsby,Niagara,Hamilton--Niagara Peninsula,Ontario,Hamilton
24/04/2018,55,7,7.86,0,Use recreationally,,,,,,,Montréal,Montréal,Montréal,Quebec / Québec,Montréal
24/04/2018,110,28,3.93,0,Medicate - without a medical document,,,,,,,Prince William,York,Fredericton--Oromocto,New Brunswick / Nouveau-Brunswick,13 - NonCMA
25/04/2018,35,3.5,10,0,Medicate - without a medical document,Daily,,,,,3.5,Burnaby,Greater Vancouver,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,British Columbia / Colombie-Britannique,Vancouver
25/04/2018,10,1,10,0,Use recreationally,A few times per month,,,,,1,Toronto,Toronto,Toronto,Ontario,Toronto
25/04/2018,1800,448,4.02,0,Use recreationally,,,,,,,Winnipeg,Division No. 11,Winnipeg,Manitoba,Winnipeg
25/04/2018,180,28,6.43,0,Use recreationally,Daily,,,,,28,Moncton,Westmorland,Moncton--Richibucto,New Brunswick / Nouveau-Brunswick,Moncton
25/04/2018,30,3.5,8.57,0,Use recreationally,A few times per month,,,,,1,Rouyn-Noranda,Rouyn-Noranda,Abitibi-Témiscamingue,Quebec / Québec,24 - NonCMA
26/04/2018,10,1,10,0,Medicate - with a medical document,,,,,,,Toronto,Toronto,Toronto,Ontario,Toronto
26/04/2018,9.5,1,9.5,0,Use recreationally,A few times per month,,,,,1,Calgary,Division No.  6,Calgary,Alberta,Calgary
26/04/2018,20,2,10,0,Use recreationally,A few times per month,,,,,1,Port Alberni,Alberni-Clayoquot,Vancouver Island and Coast / Île de Vancouver et la côte,British Columbia / Colombie-Britannique,59 - NonCMA
26/04/2018,5,1,5,0,Medicate - without a medical document,A few times a year,,,,,7,Pickering,Durham,Toronto,Ontario,Toronto
26/04/2018,10,1,10,0,Use recreationally,Daily,,,,,7,Montréal,Montréal,Montréal,Quebec / Québec,Montréal
27/04/2018,150,28,5.36,0,Medicate - with a medical document,Daily,,,,,28,Waterloo,Waterloo,Kitchener--Waterloo--Barrie,Ontario,Kitchener - Cambridge - Waterloo
28/04/2018,160,28,5.71,0,Use recreationally,Daily,,,,,1,Wasaga Beach,Simcoe,Kitchener--Waterloo--Barrie,Ontario,35 - NonCMA
28/04/2018,120,28,4.29,0,Medicate - without a medical document,Daily,,,,,,Québec,Québec,Capitale-Nationale,Quebec / Québec,Québec
28/04/2018,207.48,28,7.41,0,Medicate - without a medical document,Daily,,,,,42,Halifax,Halifax,Halifax,Nova Scotia / Nouvelle-Écosse,Halifax
28/04/2018,2.99,1,2.99,1,Use recreationally,A few times per month,,,,,3.5,Ottawa,Ottawa,Ottawa,Ontario,Ottawa - Gatineau (Ontario part / partie de l'Ontario)
28/04/2018,150,28,5.36,0,Use recreationally,Daily,,,,,7,Vancouver,Greater Vancouver,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,British Columbia / Colombie-Britannique,Vancouver
28/04/2018,30,7,4.29,1,Medicate - without a medical document,Daily,,,,,14,North Bay,Nipissing,Northeast / Nord-est,Ontario,35 - NonCMA
29/04/2018,210,28,7.5,0,Use recreationally,A few times per week,,,,,3.5,Ottawa,Ottawa,Ottawa,Ontario,Ottawa - Gatineau (Ontario part / partie de l'Ontario)
29/04/2018,60,7,8.57,0,Medicate - with a medical document,Daily,,,,,14,Vancouver,Greater Vancouver,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,British Columbia / Colombie-Britannique,Vancouver
29/04/2018,12,1,12,0,Medicate - without a medical document,A few times per week,,,,,28,Victoria,Capital,Vancouver Island and Coast / Île de Vancouver et la côte,British Columbia / Colombie-Britannique,Victoria
29/04/2018,120,28,4.29,0,Use recreationally,Daily,,,,,3.5,Laval,Laval,Laval,Quebec / Québec,Montréal
29/04/2018,6,1,6,0,Medicate - with a medical document,A few times per week,,,,,7,Halifax,Halifax,Halifax,Nova Scotia / Nouvelle-Écosse,Halifax
29/04/2018,6,1,6,0,Medicate - with a medical document,Daily,,,,,28,Halifax,Halifax,Halifax,Nova Scotia / Nouvelle-Écosse,Halifax
29/04/2018,220,28,7.86,0,Medicate - without a medical document,Daily,,,,,0.5,Saskatoon,Division No. 11,Saskatoon--Biggar,Saskatchewan,Saskatoon
29/04/2018,200,28,7.14,0,Medicate - without a medical document,A few times per week,,,,,0.5,Milton,Halton,Toronto,Ontario,Toronto
29/04/2018,10,1,10,0,Use recreationally,A few times a year,,,,,1,Waterloo,Waterloo,Kitchener--Waterloo--Barrie,Ontario,Kitchener - Cambridge - Waterloo
29/04/2018,160,14,11.43,0,Use recreationally,A few times per month,,,,,3.5,Toronto,Toronto,Toronto,Ontario,Toronto
29/04/2018,40,5,8,0,Use recreationally,A few times per month,,,,,5,Halifax,Halifax,Halifax,Nova Scotia / Nouvelle-Écosse,Halifax
29/04/2018,80,7,11.43,0,Use recreationally,A few times per week,,,,,28,Toronto,Toronto,Toronto,Ontario,Toronto
29/04/2018,12,1,12,0,Medicate - without a medical document,Daily,,,,,28,Greater Vancouver A,Greater Vancouver,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,British Columbia / Colombie-Britannique,Vancouver
29/04/2018,40,7,5.71,0,Use recreationally,,,,,,,Montréal,Montréal,Montréal,Quebec / Québec,Montréal
29/04/2018,100,28,3.57,0,Use recreationally,A few times per week,,,,,28,Mississauga,Peel,Toronto,Ontario,Toronto
29/04/2018,10,1,10,0,Medicate - without a medical document,A few times a year,,,,,0.5,Halifax,Halifax,Halifax,Nova Scotia / Nouvelle-Écosse,Halifax
29/04/2018,152,28,5.43,0,Use recreationally,Daily,,,,,14,Newmarket,York,Toronto,Ontario,Toronto
29/04/2018,175,28,6.25,0,Medicate - with a medical document,Daily,,,,,150,Toronto,Toronto,Toronto,Ontario,Toronto
29/04/2018,140,28,5,0,Use recreationally,Daily,,,,,28,Ottawa,Ottawa,Ottawa,Ontario,Ottawa - Gatineau (Ontario part / partie de l'Ontario)
29/04/2018,280,28,10,0,Use recreationally,Daily,,,,,28,Thunder Bay,Thunder Bay,Northwest / Nord-ouest,Ontario,Thunder Bay
29/04/2018,7.5,1,7.5,0,Use recreationally,A few times per week,,,,,3.5,One Hundred Mile House,Cariboo,Cariboo,British Columbia / Colombie-Britannique,59 - NonCMA
29/04/2018,160,14,11.43,0,Medicate - without a medical document,Daily,,,,,100,Toronto,Toronto,Toronto,Ontario,Toronto
29/04/2018,10,1,10,0,Use recreationally,A few times per week,,,,,3.5,Winnipeg,Division No. 11,Winnipeg,Manitoba,Winnipeg
29/04/2018,8,1,8,0,Medicate - with a medical document,Daily,,,,,,Calgary,Division No.  6,Calgary,Alberta,Calgary
29/04/2018,30,3.5,8.57,0,Use recreationally,A few times per month,,,,,1,Ottawa,Ottawa,Ottawa,Ontario,Ottawa - Gatineau (Ontario part / partie de l'Ontario)
29/04/2018,10,1,10,0,Medicate - without a medical document,,,,,,,Kitchener,Waterloo,Kitchener--Waterloo--Barrie,Ontario,Kitchener - Cambridge - Waterloo
29/04/2018,140,28,5,0,Use recreationally,Daily,,,,,14,Kawartha Lakes,Kawartha Lakes,Muskoka--Kawarthas,Ontario,35 - NonCMA
29/04/2018,1,150,0.01,1,Medicate - with a medical document,Daily,,,,,150,Montréal,Montréal,Montréal,Quebec / Québec,Montréal
29/04/2018,150,28,5.36,0,Use recreationally,Daily,,,,,3.5,"Thunder Bay, Unorganized",Thunder Bay,Northwest / Nord-ouest,Ontario,35 - NonCMA
29/04/2018,200,28,7.14,0,Use recreationally,A few times per month,,,,,1,London,Middlesex,London,Ontario,London
29/04/2018,14,1,14,0,Medicate - without a medical document,A few times per week,,,,,7,Toronto,Toronto,Toronto,Ontario,Toronto
29/04/2018,80,10,8,0,Medicate - without a medical document,Daily,,,,,40,Halifax,Halifax,Halifax,Nova Scotia / Nouvelle-Écosse,Halifax
29/04/2018,110,28,3.93,0,Use recreationally,Daily,,,,,28,Pontiac,Les Collines-de-l'Outaouais,Outaouais,Quebec / Québec,Ottawa - Gatineau (partie du Québec / Quebec part)
29/04/2018,120,14,8.57,0,Medicate - with a medical document,Daily,,,,,7,Guelph,Wellington,Kitchener--Waterloo--Barrie,Ontario,Guelph
29/04/2018,25,3.5,7.14,0,Use recreationally,Daily,,,,,28,Québec,Québec,Capitale-Nationale,Quebec / Québec,Québec
29/04/2018,10,1,10,0,Use recreationally,A few times a year,,,,,0,Ottawa,Ottawa,Ottawa,Ontario,Ottawa - Gatineau (Ontario part / partie de l'Ontario)
29/04/2018,50,7,7.14,0,Use recreationally,A few times a year,,,,,0.5,Winnipeg,Division No. 11,Winnipeg,Manitoba,Winnipeg
29/04/2018,10,1,10,0,Use recreationally,A few times a year,,,,,1,Toronto,Toronto,Toronto,Ontario,Toronto
29/04/2018,10,1,10,0,Use recreationally,Daily,,,,,14,Hamilton,Hamilton,Hamilton--Niagara Peninsula,Ontario,Hamilton
29/04/2018,40.25,3.5,11.5,0,Medicate - without a medical document,Daily,,,,,7,Halifax,Halifax,Halifax,Nova Scotia / Nouvelle-Écosse,Halifax
29/04/2018,200,28,7.14,0,Medicate - without a medical document,Daily,,,,,28,Hamilton,Hamilton,Hamilton--Niagara Peninsula,Ontario,Hamilton
29/04/2018,10,1,10,0,Use recreationally,A few times per week,,,,,3.5,Toronto,Toronto,Toronto,Ontario,Toronto
29/04/2018,200,28,7.14,0,Medicate - with a medical document,A few times per week,,,,,28,Regina,Division No.  6,Regina--Moose Mountain,Saskatchewan,Regina
29/04/2018,168,28,6,0,Medicate - with a medical document,Daily,,,,,0.5,Vancouver,Greater Vancouver,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,British Columbia / Colombie-Britannique,Vancouver
30/04/2018,160,28,5.71,0,Use recreationally,Daily,,,,,50,Saskatoon,Division No. 11,Saskatoon--Biggar,Saskatchewan,Saskatoon
29/04/2018,100,14,7.14,0,Medicate - without a medical document,Daily,,,,,28,St. Catharines,Niagara,Hamilton--Niagara Peninsula,Ontario,St. Catharines - Niagara
29/04/2018,40,6,6.67,0,Use recreationally,Daily,,,,,28,Edmonton,Division No. 11,Edmonton,Alberta,Edmonton
29/04/2018,20,3.5,5.71,0,Medicate - without a medical document,Daily,,,,,3.5,Montréal,Montréal,Montréal,Quebec / Québec,Montréal
29/04/2018,100,28,3.57,0,Medicate - without a medical document,A few times per week,,,,,7,Toronto,Toronto,Toronto,Ontario,Toronto
29/04/2018,0.001,1,0,1,Use recreationally,A few times per month,,,,,0.5,Aurora,York,Toronto,Ontario,Toronto
29/04/2018,10,1,10,0,Use recreationally,,,,,,,Hamilton,Hamilton,Hamilton--Niagara Peninsula,Ontario,Hamilton
29/04/2018,200,28,7.14,0,Medicate - without a medical document,Daily,,,,,28,Saskatoon,Division No. 11,Saskatoon--Biggar,Saskatchewan,Saskatoon
29/04/2018,100,14,7.14,0,Medicate - without a medical document,Daily,,,,,56,Saskatoon,Division No. 11,Saskatoon--Biggar,Saskatchewan,Saskatoon
30/04/2018,20,3.5,5.71,0,Use recreationally,A few times per month,,,,,1,Saskatoon,Division No. 11,Saskatoon--Biggar,Saskatchewan,Saskatoon
30/04/2018,70,7,10,0,Use recreationally,,,,,,,Victoria,Capital,Vancouver Island and Coast / Île de Vancouver et la côte,British Columbia / Colombie-Britannique,Victoria
29/04/2018,150,28,5.36,0,Use recreationally,Daily,,,,,80,Mississauga,Peel,Toronto,Ontario,Toronto
30/04/2018,60,10,6,0,Medicate - without a medical document,A few times per week,,,,,7,Halifax,Halifax,Halifax,Nova Scotia / Nouvelle-Écosse,Halifax
30/04/2018,170,28,6.07,0,Medicate - with a medical document,A few times per week,,,,,3.5,Edmonton,Division No. 11,Edmonton,Alberta,Edmonton
30/04/2018,1,28,0.04,1,Use recreationally,Daily,,,,,28,Moncton,Westmorland,Moncton--Richibucto,New Brunswick / Nouveau-Brunswick,Moncton
30/04/2018,10,1,10,0,Medicate - with a medical document,,,,,,,Ottawa,Ottawa,Ottawa,Ontario,Ottawa - Gatineau (Ontario part / partie de l'Ontario)
30/04/2018,240,28,8.57,0,Medicate - without a medical document,Daily,,,,,,Toronto,Toronto,Toronto,Ontario,Toronto
30/04/2018,140,14,10,0,Medicate - with a medical document,Daily,,,,,28,Calgary,Division No.  6,Calgary,Alberta,Calgary
30/04/2018,140,28,5,0,Use recreationally,A few times per week,,,,,7,Smithers,Bulkley-Nechako,Nechako,British Columbia / Colombie-Britannique,59 - NonCMA
